,PERMNO_x,PERMCO,HSHRCD,DLSTCD,HTICK,HCOMNAM,HTSYMBOL,HNAICS,HPRIMEXC,HTRDSTAT,HSECSTAT,CUSIP,COMPNO,ISSUNO,HEXCD,HSICCD,NUMNAM,NUMDIS,NUMSHR,NUMDEL,NUMNDI,BEGDAT,ENDDAT,BEGPRC,ENDPRC,BEGRET,ENDRET,BEGVOL,ENDVOL,yrMonth,TICKER,PERMNO_y,date,DIVAMT,PRC,RET,sprtrn,initialShr,value
409,13169,53965,11,100,ZNGA,ZYNGA INC,ZNGA,334614.0,Q,A,R,98986T10,60071564,69246,3,9999,2,0,73,1,327,20111216,20191231,20111216,20191231,20111216,20191231,20111216,20191231,20111216,ZNGA,,,,,,,,
410,13172,53966,72,233,,BROOKFIELD CA OFFICE PROPERTIES,BOXC,531120.0,N,A,R,11282310,0,0,1,6798,2,68,67,1,0,20120109,20170629,20120109,20170629,20120109,20170629,20120109,20170629,20120109,,,,,,,,,
411,13176,53967,44,100,DBL,DOUBLELINE OPPORTUN CREDIT FUND,DBL,525910.0,N,A,R,25862310,0,0,1,6722,2,94,98,1,0,20120127,20191231,20120127,20191231,20120127,20191231,20120127,20191231,20120127,DBL,,,,,,,,
412,13181,53970,11,100,GWRE,GUIDEWIRE SOFTWARE INC,GWRE,511210.0,N,A,R,40171V10,0,0,1,7372,3,0,99,1,0,20120125,20191231,20120125,20191231,20120125,20191231,20120125,20191231,20120125,GWRE,,,,,,,,
413,13185,53971,12,100,JE,JUST ENERGY GROUP INC,JE,221118.0,N,A,R,48213W10,0,0,1,4931,4,49,100,1,0,20120130,20191231,20120130,20191231,20120130,20191231,20120130,20191231,20120130,JE,,,,,,,,
414,13188,53972,11,100,POST,POST HOLDINGS INC,POST,311211.0,N,A,R,73744610,0,0,1,2041,2,0,97,1,0,20120206,20191231,20120206,20191231,20120206,20191231,20120206,20191231,20120206,POST,,,,,,,,
415,13191,53973,12,100,PVG,PRETIUM RESOURCES INC,PVG,213114.0,N,A,R,74139C10,0,0,1,1081,1,0,97,1,0,20120112,20191231,20120112,20191231,20120112,20191231,20120112,20191231,20120112,PVG,,,,,,,,
416,13198,53976,11,100,BOTJ,BANK OF JAMES FINL GROUP INC,BOTJ,522110.0,Q,A,R,47029910,70070581,70080243,3,6022,1,24,72,1,637,20120125,20191231,20120125,20191231,20120125,20191231,20120125,20191231,20120125,BOTJ,,,,,,,,
417,13199,31600,73,450,,ISHARES INC,EEME,525990.0,Q,A,R,46428638,60016795,69743,3,6726,1,8,2,1,171,20120119,20150821,20120119,20150821,20120119,20150821,20120119,20150821,20120119,,,,,,,,,
418,13200,37493,73,450,,ISHARES TRUST,EEML,525990.0,Q,A,R,46429B38,60020878,69736,3,6726,1,11,2,1,216,20120119,20160823,20120119,20160823,20120119,20160823,20120119,20160823,20120119,,,,,,,,,
419,13201,53977,11,100,REGI,RENEWABLE ENERGY GROUP INC,REGI,211111.0,Q,A,R,75972A30,60071437,69001,3,9999,2,0,71,1,325,20120119,20191231,20120119,20191231,20120119,20191231,20120119,20191231,20120119,REGI,,,,,,,,
420,13202,53978,11,100,VSTM,VERASTEM INC,VSTM,325412.0,Q,A,R,92337C10,60071653,69421,3,9999,2,0,73,1,440,20120127,20191231,20120127,20191231,20120127,20191231,20120127,20191231,20120127,VSTM,,,,,,,,
421,13203,53979,11,100,WEBK,WELLESLEY BANCORP INC,WEBK,522110.0,Q,A,R,94948510,60071498,69120,3,9999,1,23,67,1,718,20120126,20191231,20120126,20191231,20120126,20191231,20120126,20191231,20120126,WEBK,,,,,,,,
422,13204,53980,71,552,,ATLAS RESOURCE PARTNERS L P,ARP,211111.0,N,A,R,04941A10,0,0,1,1311,1,34,54,1,0,20120314,20160712,20120314,20160712,20120314,20160712,20120314,20160712,20120314,,,,,,,,,
423,13206,53981,31,100,CPAC,CEMENTOS PACASMAYO S A A,CPAC,327310.0,N,A,R,15126Q20,0,0,1,3241,2,8,6,1,0,20120208,20191231,20120208,20191231,20120208,20191231,20120208,20191231,20120208,CPAC,,,,,,,,
424,13209,53982,44,100,SRF,CUSHING ENERGY INCOME FUND,SRF,525990.0,N,A,R,23162T10,0,0,1,6726,2,71,97,1,0,20120224,20191231,20120224,20191231,20120224,20191231,20120224,20191231,20120224,SRF,,,,,,,,
425,13210,53983,11,100,EPAM,EPAM SYSTEMS INC,EPAM,541511.0,N,A,R,29414B10,0,0,1,7371,3,0,98,1,0,20120208,20191231,20120208,20191231,20120208,20191231,20120208,20191231,20120208,EPAM,,,,,,,,
426,13211,53708,73,100,FGM,FIRST TR EXCH TRD ALPHADEX FD II,FGM,525990.0,Q,A,R,33737J19,60074947,70003,3,6726,4,20,195,1,189,20120215,20191231,20120215,20191231,20120215,20191231,20120215,20191231,20120215,FGM,,,,,,,,
427,13212,53708,73,100,FCAN,FIRST TR EXCH TRD ALPHADEX FD II,FCAN,525990.0,Q,A,R,33737J20,60074947,70004,3,6726,4,29,79,1,190,20120215,20191231,20120215,20191231,20120215,20191231,20120215,20191231,20120215,FCAN,,,,,,,,
428,13214,53708,73,100,FKU,FIRST TR EXCH TRD ALPHADEX FD II,FKU,525990.0,Q,A,R,33737J22,60074947,70000,3,6726,4,31,107,1,135,20120215,20191231,20120215,20191231,20120215,20191231,20120215,20191231,20120215,FKU,,,,,,,,
429,13217,53708,73,100,FSZ,FIRST TR EXCH TRD ALPHADEX FD II,FSZ,525990.0,Q,A,R,33737J23,60074947,70002,3,6726,4,16,182,1,281,20120215,20191231,20120215,20191231,20120215,20191231,20120215,20191231,20120215,FSZ,,,,,,,,
430,13218,53708,73,100,FHK,FIRST TR EXCH TRD ALPHADEX FD II,FHK,525990.0,Q,A,R,33737J24,60074947,70005,3,6726,4,29,84,1,138,20120215,20191231,20120215,20191231,20120215,20191231,20120215,20191231,20120215,FHK,,,,,,,,
431,13219,53708,73,100,NFTY,FIRST TR EXCH TRD ALPHADEX FD II,NFTY,525990.0,Q,A,R,33737J80,60074947,70001,3,6726,5,10,56,1,161,20120215,20191231,20120215,20191231,20120215,20191231,20120215,20191231,20120215,NFTY,,,,,,,,
432,13220,53708,73,100,FEMS,FIRST TR EXCH TRD ALPHADEX FD II,FEMS,525990.0,Q,A,R,33737J30,60074947,70023,3,6726,4,30,131,1,270,20120216,20191231,20120216,20191231,20120216,20191231,20120216,20191231,20120216,FEMS,,,,,,,,
433,13221,53708,73,100,FDTS,FIRST TR EXCH TRD ALPHADEX FD II,FDTS,525990.0,Q,A,R,33737J40,60074947,70022,3,6726,4,31,15,1,154,20120216,20191231,20120216,20191231,20120216,20191231,20120216,20191231,20120216,FDTS,,,,,,,,
434,13222,53984,11,233,,F X ALLIANCE INC,FX,523130.0,N,A,R,36120210,0,0,1,6099,1,1,8,1,0,20120209,20120817,20120209,20120817,20120209,20120817,20120209,20120817,20120209,,,,,,,,,
435,13225,53985,11,560,,G S E HOLDING INC,GSE,325211.0,N,A,R,36191X10,0,0,1,2821,1,0,27,1,0,20120210,20140304,20120210,20140304,20120210,20140304,20120210,20140304,20120210,,,,,,,,,
436,13227,53986,11,233,,GREENWAY MEDICAL TECHNOLOGS INC,GWAY,611310.0,N,A,R,39679B10,0,0,1,8221,1,1,23,1,0,20120202,20131104,20120202,20131104,20120202,20131104,20120202,20131104,20120202,,,,,,,,,
437,13233,31600,73,100,RING,ISHARES INC,RING,525990.0,Q,A,R,46434G85,60016795,69907,3,6726,3,17,175,1,138,20120202,20191231,20120202,20191231,20120202,20191231,20120202,20191231,20120202,RING,,,,,,,,
438,13244,53987,11,100,MTDR,MATADOR RESOURCES CO,MTDR,211112.0,N,A,R,57648520,0,0,1,1382,3,0,98,1,0,20120202,20191231,20120202,20191231,20120202,20191231,20120202,20191231,20120202,MTDR,,,,,,,,
439,13249,53988,11,100,PRLB,PROTO LABS INC,PRLB,326199.0,N,A,R,74371310,0,0,1,3089,1,0,96,1,0,20120224,20191231,20120224,20191231,20120224,20191231,20120224,20191231,20120224,PRLB,,,,,,,,
440,13250,27638,11,233,,ROUNDYS INC,RNDY,,N,A,R,77926810,0,0,1,5091,1,8,48,1,0,20120208,20151217,20120208,20151217,20120208,20151217,20120208,20151217,20120208,,,,,,,,,
441,13253,53989,11,100,SLCA,U S SILICA HOLDINGS INC,SLCA,212322.0,N,A,R,90346E10,0,0,1,1446,1,28,96,1,0,20120201,20191231,20120201,20191231,20120201,20191231,20120201,20191231,20120201,SLCA,,,,,,,,
442,13254,53990,44,100,VGI,VIRTUS GLOBAL MULTI SECTR INC FD,VGI,525910.0,N,A,R,92829B10,0,0,1,6722,2,97,97,1,0,20120224,20191231,20120224,20191231,20120224,20191231,20120224,20191231,20120224,VGI,,,,,,,,
443,13255,53991,12,570,,A V G TECHNOLOGIES N V,AVG,334614.0,N,A,R,N0783110,0,0,1,7372,2,0,60,1,0,20120202,20161107,20120202,20161107,20120202,20161107,20120202,20161107,20120202,,,,,,,,,
444,13256,37493,73,450,,ISHARES TRUST,AAIT,525990.0,Q,A,R,46429B37,60020878,69770,3,6726,1,8,1,1,155,20120209,20150821,20120209,20150821,20120209,20150821,20120209,20150821,20120209,,,,,,,,,
445,13257,37493,73,450,,ISHARES TRUST,AXJS,525990.0,Q,A,R,46429B62,60020878,69777,3,6726,1,8,2,1,137,20120203,20150821,20120203,20150821,20120203,20150821,20120203,20150821,20120203,,,,,,,,,
446,13260,53992,11,100,BCOV,BRIGHTCOVE INC,BCOV,517911.0,Q,A,R,10921T10,60071465,69039,3,9999,2,0,67,1,202,20120217,20191231,20120217,20191231,20120217,20191231,20120217,20191231,20120217,BCOV,,,,,,,,
447,13261,53993,11,233,,BAZAARVOICE INC,BV,519130.0,Q,A,R,07327110,60071799,69712,3,9999,1,1,59,1,207,20120224,20180131,20120224,20180131,20120224,20180131,20120224,20180131,20120224,,,,,,,,,
448,13262,53994,11,100,CCXI,CHEMOCENTRYX INC,CCXI,325412.0,Q,A,R,16383L10,60071610,69342,3,9999,2,0,68,1,438,20120208,20191231,20120208,20191231,20120208,20191231,20120208,20191231,20120208,CCXI,,,,,,,,
449,13263,53995,11,100,MLNT,MELINTA THERAPEUTICS INC,MLNT,325412.0,Q,A,R,58549G20,60071563,69245,3,9999,3,2,80,1,502,20120203,20191231,20120203,20191231,20120203,20191231,20120203,20191231,20120203,MLNT,,,,,,,,
450,13264,53996,11,233,,CERES INC,CERE,111150.0,Q,A,R,15677340,60071336,68835,3,9999,2,2,44,1,311,20120222,20160729,20120222,20160729,20120222,20160729,20120222,20160729,20120222,,,,,,,,,
451,13265,53997,11,100,CUI,C U I GLOBAL INC,CUI,541850.0,Q,A,R,12657620,70039953,70043441,3,7310,1,1,76,1,453,20120217,20191231,20120217,20191231,20120217,20191231,20120217,20191231,20120217,CUI,,,,,,,,
452,13267,53998,11,100,CZR,CAESARS ENTERTAINMENT CORP,CZR,721110.0,Q,A,R,12768610,60071864,69859,3,9999,2,0,76,1,399,20120208,20191231,20120208,20191231,20120208,20191231,20120208,20191231,20120208,CZR,,,,,,,,
453,13268,31600,73,100,EEMA,ISHARES INC,EEMA,525990.0,Q,A,R,46428642,60016795,69773,3,6726,1,16,89,1,360,20120209,20191231,20120209,20191231,20120209,20191231,20120209,20191231,20120209,EEMA,,,,,,,,
454,13269,31600,73,450,,ISHARES INC,EGRW,525990.0,Q,A,R,46428646,60016795,69774,3,6726,1,8,4,1,139,20120209,20150821,20120209,20150821,20120209,20150821,20120209,20150821,20120209,,,,,,,,,
455,13270,31600,73,450,,ISHARES INC,EMDI,525990.0,Q,A,R,46428641,60016795,69778,3,6726,1,8,2,1,131,20120209,20150821,20120209,20150821,20120209,20150821,20120209,20150821,20120209,,,,,,,,,
456,13271,31600,73,450,,ISHARES INC,EMEY,525990.0,Q,A,R,46428637,60016795,69772,3,6726,1,8,3,1,136,20120209,20150821,20120209,20150821,20120209,20150821,20120209,20150821,20120209,,,,,,,,,
457,13272,31600,73,450,,ISHARES INC,EVAL,525990.0,Q,A,R,46428645,60016795,69771,3,6726,1,8,5,1,177,20120209,20150821,20120209,20150821,20120209,20150821,20120209,20150821,20120209,,,,,,,,,
458,13273,37493,73,100,GNMA,ISHARES TRUST,GNMA,525990.0,Q,A,R,46429B33,60020878,69995,3,6726,2,94,85,1,397,20120216,20191231,20120216,20191231,20120216,20191231,20120216,20191231,20120216,GNMA,,,,,,,,
459,13276,53999,11,450,,HICKS ACQUISITION CO II INC,HKAC,525910.0,Q,A,R,42909010,60070254,66989,3,9999,1,1,3,1,54,20120201,20120713,20120201,20120713,20120201,20120713,20120201,20120713,20120201,,,,,,,,,
460,13277,54000,12,584,,HOME LOAN SERVICING SOLUTNS LTD,HLSS,522310.0,Q,A,R,G6648D10,60070775,67854,3,9999,1,38,30,1,157,20120229,20150428,20120229,20150428,20120229,20150428,20120229,20150428,20120229,,,,,,,,,
461,13278,54001,11,100,HMST,HOMESTREET INC,HMST,522110.0,Q,A,R,43785V10,60071075,68366,3,9999,2,6,76,1,424,20120210,20191231,20120210,20191231,20120210,20191231,20120210,20191231,20120210,HMST,,,,,,,,
462,13279,54003,11,100,CHFS,C H F SOLUTIONS INC,CHFS,339112.0,Q,A,R,12542Q70,60059488,70026,3,9999,6,3,86,1,433,20120216,20191231,20120216,20191231,20120216,20191231,20120216,20191231,20120216,CHFS,,,,,,,,
463,13280,54004,11,100,SYNC,SYNACOR INC,SYNC,541511.0,Q,A,R,87156110,60071826,69783,3,9999,3,0,70,1,521,20120210,20191231,20120210,20191231,20120210,20191231,20120210,20191231,20120210,SYNC,,,,,,,,
464,13284,54006,11,100,ALSN,ALLISON TRANSMISSION HLDGS INC,ALSN,423690.0,N,A,R,01973R10,0,0,1,5065,3,31,97,1,0,20120315,20191231,20120315,20191231,20120315,20191231,20120315,20191231,20120315,ALSN,,,,,,,,
465,13285,54007,11,233,,ANNIES INC,BNNY,311230.0,N,A,R,03600T10,0,0,1,2043,1,1,33,1,0,20120328,20141020,20120328,20141020,20120328,20141020,20120328,20141020,20120328,,,,,,,,,
466,13286,42405,31,100,BBDO,BANCO BRADESCO S A,BBDO,522110.0,N,A,R,05946040,0,0,1,6021,2,120,9,1,0,20120313,20191231,20120313,20191231,20120313,20191231,20120313,20191231,20120313,BBDO,,,,,,,,
467,13292,54008,11,233,,DEMANDWARE INC,DWRE,519130.0,N,A,R,24802Y10,0,0,1,7371,2,1,55,1,0,20120315,20160711,20120315,20160711,20120315,20160711,20120315,20160711,20120315,,,,,,,,,
468,13294,54009,11,233,,EXACTTARGET INC,ET,519130.0,N,A,R,30064K10,0,0,1,8999,1,1,18,1,0,20120322,20130711,20120322,20130711,20120322,20130711,20120322,20130711,20120322,,,,,,,,,
469,13296,54010,14,100,BWG,BRANDYWINEGLOBAL GL IN OP FD INC,BWG,525910.0,N,A,R,10537L10,0,0,1,6722,3,93,97,1,0,20120328,20191231,20120328,20191231,20120328,20191231,20120328,20191231,20120328,BWG,,,,,,,,
470,13298,54011,11,233,,MILLENNIAL MEDIA INC,MM,519130.0,N,A,R,60040N10,0,0,1,7375,1,1,45,1,0,20120329,20151022,20120329,20151022,20120329,20151022,20120329,20151022,20120329,,,,,,,,,
471,13299,54012,11,241,,NATIONSTAR MORTGAGE HOLDINGS INC,NSM,522294.0,N,A,R,63861C10,0,0,1,6162,2,2,79,1,0,20120308,20180730,20120308,20180730,20120308,20180730,20120308,20180730,20120308,,,,,,,,,
472,13302,54013,11,100,RM,REGIONAL MANAGEMENT CORP,RM,522291.0,N,A,R,75902K10,0,0,1,6141,1,0,95,1,0,20120328,20191231,20120328,20191231,20120328,20191231,20120328,20191231,20120328,RM,,,,,,,,
473,13305,54014,11,100,RXN,REXNORD CORP NEW,RXN,332911.0,N,A,R,76169B10,0,0,1,3491,3,0,97,1,0,20120329,20191231,20120329,20191231,20120329,20191231,20120329,20191231,20120329,RXN,,,,,,,,
474,13309,54015,48,231,,SELECT INCOME REIT,SIR,531110.0,Q,A,R,81618T10,60072007,70100,3,6798,2,30,74,1,84,20120307,20181231,20120307,20181231,20120307,20181231,20120307,20181231,20120307,,,,,,,,,
475,13314,54016,11,241,,WORLDPAY INC,WP,523930.0,N,A,R,98155810,0,0,1,6282,2,2,91,1,0,20120322,20190730,20120322,20190730,20120322,20190730,20120322,20190730,20120322,,,,,,,,,
476,13315,54017,31,100,VIPS,VIPSHOP HOLDINGS LTD,VIPS,511210.0,N,A,R,92763W10,0,0,1,7372,2,1,10,1,0,20120323,20191231,20120323,20191231,20120323,20191231,20120323,20191231,20120323,VIPS,,,,,,,,
477,13316,54018,11,100,VCRA,VOCERA COMMUNICATIONS INC,VCRA,334290.0,N,A,R,92857F10,0,0,1,3669,3,0,97,1,0,20120328,20191231,20120328,20191231,20120328,20191231,20120328,20191231,20120328,VCRA,,,,,,,,
478,13317,54019,71,552,,WHITING U S A TRUST II,WHZ,211111.0,N,A,R,96638810,0,0,1,1311,1,15,48,1,0,20120323,20160105,20120323,20160105,20120323,20160105,20120323,20160105,20120323,,,,,,,,,
479,13318,54020,11,100,YELP,YELP INC,YELP,519190.0,N,A,R,98581710,0,0,1,7375,2,0,97,1,0,20120302,20191231,20120302,20191231,20120302,20191231,20120302,20191231,20120302,YELP,,,,,,,,
480,13319,54021,12,100,GLOG,GASLOG LTD,GLOG,483211.0,N,A,R,G3758510,0,0,1,4499,4,31,96,1,0,20120330,20191231,20120330,20191231,20120330,20191231,20120330,20191231,20120330,GLOG,,,,,,,,
481,13320,54023,18,241,,AMERICAN REALTY CAPITAL TR INC,ARCT,525990.0,Q,A,R,02917L10,60071897,69909,3,9999,1,13,11,1,49,20120301,20130122,20120301,20130122,20120301,20130122,20120301,20130122,20120301,,,,,,,,,
482,13321,54025,12,100,CSTE,CAESARSTONE SDOT YAM LTD,CSTE,327991.0,Q,A,R,M2059810,60071329,68826,3,9999,3,6,25,1,336,20120322,20191231,20120322,20191231,20120322,20191231,20120322,20191231,20120322,CSTE,,,,,,,,
483,13322,50852,73,100,EMCB,WISDOMTREE TRUST,EMCB,525990.0,Q,A,R,97717X78,60062728,70064,3,6726,1,94,14,1,437,20120308,20191231,20120308,20191231,20120308,20191231,20120308,20191231,20120308,EMCB,,,,,,,,
484,13323,54026,11,100,ENPH,ENPHASE ENERGY INC,ENPH,334413.0,Q,A,R,29355A10,60071358,68868,3,9999,2,0,75,1,390,20120330,20191231,20120330,20191231,20120330,20191231,20120330,20191231,20120330,ENPH,,,,,,,,
485,13324,54027,11,100,GALT,GALECTIN THERAPEUTICS INC,GALT,325412.0,Q,A,R,36322520,60052698,38726,3,2834,1,1,72,1,413,20120323,20191231,20120323,20191231,20120323,20191231,20120323,20191231,20120323,GALT,,,,,,,,
486,13325,54028,11,100,MACK,MERRIMACK PHARMACEUTICALS INC,MACK,325412.0,Q,A,R,59032820,60071322,68819,3,9999,2,4,77,1,367,20120329,20191231,20120329,20191231,20120329,20191231,20120329,20191231,20120329,MACK,,,,,,,,
487,13326,54029,11,100,MTSI,MACOM TECHNOLOGY SOLS HLDS INC,MTSI,334413.0,Q,A,R,55405Y10,60071388,68919,3,9999,2,0,67,1,384,20120315,20191231,20120315,20191231,20120315,20191231,20120315,20191231,20120315,MTSI,,,,,,,,
488,13327,54030,12,233,,NOVADAQ TECHNOLOGIES INC,NVDQ,339112.0,Q,A,R,66987G10,60062891,54436,3,9999,1,1,43,1,256,20120301,20170831,20120301,20170831,20120301,20170831,20120301,20170831,20120301,,,,,,,,,
489,13328,54031,11,100,HEAR,TURTLE BEACH CORP,HEAR,334419.0,Q,A,R,90045020,60070224,66938,3,9999,5,2,83,1,499,20120322,20191231,20120322,20191231,20120322,20191231,20120322,20191231,20120322,HEAR,,,,,,,,
490,13329,54032,11,233,,CAFEPRESS INC,PRSS,454111.0,Q,A,R,12769A10,60071324,68821,3,9999,1,1,57,1,437,20120329,20181108,20120329,20181108,20120329,20181108,20120329,20181108,20120329,,,,,,,,,
491,13330,54033,11,100,SAEX,SAEXPLORATION HOLDINGS INC,SAEX,541910.0,Q,A,R,78636X87,60071230,68904,3,9999,5,2,91,1,608,20120329,20191231,20120329,20191231,20120329,20191231,20120329,20191231,20120329,SAEX,,,,,,,,
492,13332,54035,18,100,ACRE,ARES COMMERCIAL REAL ESTATE CORP,ACRE,531110.0,N,A,R,04013V10,0,0,1,6798,2,31,95,1,0,20120426,20191231,20120426,20191231,20120426,20191231,20120426,20191231,20120426,ACRE,,,,,,,,
493,13336,54036,11,233,,EDGEN GROUP INC,EDG,211111.0,N,A,R,28014Q10,0,0,1,1311,1,1,21,1,0,20120427,20131120,20120427,20131120,20120427,20131120,20120427,20131120,20120427,,,,,,,,,
494,13337,54037,11,100,FET,FORUM ENERGY TECHNOLOGIES INC,FET,333132.0,N,A,R,34984V10,0,0,1,3533,3,0,95,1,0,20120412,20191231,20120412,20191231,20120412,20191231,20120412,20191231,20120412,FET,,,,,,,,
495,13342,54040,11,233,,INFOBLOX INC,BLOX,541512.0,N,A,R,45672H10,0,0,1,7373,1,1,57,1,0,20120420,20161107,20120420,20161107,20120420,20161107,20120420,20161107,20120420,,,,,,,,,
496,13343,54041,11,100,MRC,M R C GLOBAL INC,MRC,423510.0,N,A,R,55345K10,0,0,1,5051,3,0,96,1,0,20120412,20191231,20120412,20191231,20120412,20191231,20120412,20191231,20120412,MRC,,,,,,,,
497,13348,50699,73,100,ANGL,VANECK VECTORS E T F TRUST,ANGL,525990.0,Q,A,R,92189F43,60061383,70325,3,6726,4,98,93,1,2,20120411,20191231,20120411,20191231,20120411,20191231,20120411,20191231,20120411,ANGL,,,,,,,,
498,13349,54043,11,560,,MIDSTATES PETROLEUM CO INC,MPO,211111.0,N,A,R,59804T30,0,0,1,1311,2,1,49,1,0,20120420,20160203,20120420,20160203,20120420,20160203,20120420,20160203,20120420,,,,,,,,,
499,13351,54045,44,100,JRI,NUVEEN REAL ASSET INC & GRWTH FD,JRI,525910.0,N,A,R,67074Y10,0,0,1,6722,3,86,96,1,0,20120426,20191231,20120426,20191231,20120426,20191231,20120426,20191231,20120426,JRI,,,,,,,,
500,13352,54046,71,241,,OAKTREE CAPITAL GROUP LLC,OAK,523930.0,N,A,R,67400120,0,0,1,6282,1,31,91,1,0,20120412,20190927,20120412,20190927,20120412,20190927,20120412,20190927,20120412,,,,,,,,,
501,13353,54047,12,100,PBA,PEMBINA PIPELINE CORP,PBA,486110.0,N,A,R,70632710,0,0,1,4612,1,93,94,1,0,20120402,20191231,20120402,20191231,20120402,20191231,20120402,20191231,20120402,PBA,,,,,,,,
502,13356,54048,11,100,PSX,PHILLIPS 66,PSX,211111.0,N,A,R,71854610,0,0,1,2911,3,30,95,1,0,20120501,20191231,20120501,20191231,20120501,20191231,20120501,20191231,20120501,PSX,,,,,,,,
503,13357,54049,14,100,ISD,P G I M HIGH YIELD BOND FUND INC,ISD,525990.0,N,A,R,69346H10,0,0,1,6722,4,92,97,1,0,20120426,20191231,20120426,20191231,20120426,20191231,20120426,20191231,20120426,ISD,,,,,,,,
504,13358,54050,18,100,RPAI,RETAIL PROPERTIES OF AMERICA INC,RPAI,531110.0,N,A,R,76131V20,0,0,1,6798,4,31,96,1,0,20120405,20191231,20120405,20191231,20120405,20191231,20120405,20191231,20120405,RPAI,,,,,,,,
505,13365,54052,71,552,,SANDRIDGE MISSISSIPPIAN TRUST II,SDR,523991.0,N,A,R,80007V10,0,0,1,6733,2,31,94,1,0,20120418,20191111,20120418,20191111,20120418,20191111,20120418,20191111,20120418,,,,,,,,,
506,13366,54053,71,100,SPLP,STEEL PARTNERS HOLDINGS LP,SPLP,331221.0,N,A,R,85814R10,0,0,1,3399,2,1,95,1,0,20120410,20191231,20120410,20191231,20120410,20191231,20120410,20191231,20120410,SPLP,,,,,,,,
507,13367,54055,11,233,,TUMI HOLDINGS INC,TUMI,316991.0,N,A,R,89969Q10,0,0,1,3161,1,1,54,1,0,20120419,20160801,20120419,20160801,20120419,20160801,20120419,20160801,20120419,,,,,,,,,
508,13369,54057,11,100,CLIR,CLEARSIGN TECHNOLOGIES CORP,CLIR,334513.0,Q,A,R,18506410,60071791,69688,3,9999,3,0,75,1,360,20120425,20191231,20120425,20191231,20120425,20191231,20120425,20191231,20120425,CLIR,,,,,,,,
509,13372,54058,11,231,,DIGITAL CINEMA DESTINATIONS CORP,DCIN,512131.0,Q,A,R,25383B10,60071884,69914,3,9999,1,1,21,1,156,20120417,20140815,20120417,20140815,20120417,20140815,20120417,20140815,20120417,,,,,,,,,
510,13373,54059,11,574,,ERICKSON INC,EAC,238990.0,Q,A,R,29482P10,60069927,66420,3,9999,2,0,43,1,447,20120411,20161118,20120411,20161118,20120411,20161118,20120411,20161118,20120411,,,,,,,,,
511,13374,54060,11,233,,ENVIVIO INC,ENVI,512110.0,Q,A,R,29413T10,60071030,68298,3,9999,1,1,33,1,283,20120425,20151026,20120425,20151026,20120425,20151026,20120425,20151026,20120425,,,,,,,,,
512,13375,54061,11,100,FRGI,FIESTA RESTAURANT GROUP INC,FRGI,722511.0,Q,A,R,31660B10,60071891,69894,3,9999,2,0,69,1,259,20120508,20191231,20120508,20191231,20120508,20191231,20120508,20191231,20120508,FRGI,,,,,,,,
513,13376,54062,31,100,IMMP,IMMUTEP LTD,IMMP,325412.0,Q,A,R,45257L10,60071967,70035,3,9999,3,1,33,1,434,20120416,20191231,20120416,20191231,20120416,20191231,20120416,20191231,20120416,IMMP,,,,,,,,
514,13377,54063,11,100,PFPT,PROOFPOINT INC,PFPT,541511.0,Q,A,R,74342410,60072043,70148,3,9999,4,0,61,1,300,20120420,20191231,20120420,20191231,20120420,20191231,20120420,20191231,20120420,PFPT,,,,,,,,
515,13378,54002,11,574,,EVERYWARE GLOBAL INC,EVRY,,Q,A,R,30043910,60071852,69836,3,9999,2,0,24,1,232,20120420,20150416,20120420,20150416,20120420,20150416,20120420,20150416,20120420,,,,,,,,,
516,13379,54064,11,100,SPLK,SPLUNK INC,SPLK,511210.0,Q,A,R,84863710,60072096,70236,3,9999,1,0,83,1,212,20120419,20191231,20120419,20191231,20120419,20191231,20120419,20191231,20120419,SPLK,,,,,,,,
517,13380,54065,11,100,TCPC,BLACKROCK T C P CAPITAL CORP,TCPC,525990.0,Q,A,R,09259E10,60071068,68358,3,9999,2,32,69,1,363,20120404,20191231,20120404,20191231,20120404,20191231,20120404,20191231,20120404,TCPC,,,,,,,,
518,13384,54068,11,233,,EVERBANK FINANCIAL CORP,EVER,522120.0,N,A,R,29977G10,0,0,1,6035,2,21,64,1,0,20120503,20170608,20120503,20170608,20120503,20170608,20120503,20170608,20120503,,,,,,,,,
519,13388,54071,71,100,ROYT,PACIFIC COAST OIL TRUST,ROYT,211120.0,N,A,R,69410310,0,0,1,1311,2,74,94,1,0,20120503,20191231,20120503,20191231,20120503,20191231,20120503,20191231,20120503,ROYT,,,,,,,,
520,13391,54072,71,233,,PETROLOGISTICS L P,PDH,211112.0,N,A,R,71672U10,0,0,1,1321,1,9,28,1,0,20120504,20140715,20120504,20140715,20120504,20140715,20120504,20140715,20120504,,,,,,,,,
521,13393,54073,44,100,PDI,PIMCO DYNAMIC INCOME FUND,PDI,525910.0,N,A,R,72201Y10,0,0,1,6722,2,100,94,1,0,20120525,20191231,20120525,20191231,20120525,20191231,20120525,20191231,20120525,PDI,,,,,,,,
522,13395,54075,44,100,SMM,SALIENT MIDSTREAM & M L P FUND,SMM,525990.0,N,A,R,79471V10,0,0,1,6726,1,31,94,1,0,20120525,20191231,20120525,20191231,20120525,20191231,20120525,20191231,20120525,SMM,,,,,,,,
